"answer","id_nilai","pegawai_id_pegawai","ampu_id_ampu","semester_id_semester","quest_1","quest_2","quest_3","quest_4","quest_5","quest_6","quest_7","quest_8","quest_9","quest_10","author"
"ruangan tambah AC, buk amalia jangan ngajar Teori Probabilitas lagi.","46840","343","90001717","20161","2","2","2","2","2","2","2","2","2","2","198"
"jangan baperan ya bu...","46841","343","90001717","20161","3","3","3","3","3","3","3","3","3","3","198"
"Agak kurang setuju karena ketika ujian dalam menjawab ujian bahasa kita harus sesuai persis dengan buku, tidak boleh beda dengan bahasa buku, kita tidak akan berkembang","46842","277","90001681","20161","3","3","2","2","3","3","4","2","2","3","311"
"kenapa cuma bentar yang ngajar kami bu, jangan baperan lagi ya bu....","46843","343","90001717","20161","3","3","3","3","3","3","3","3","3","3","198"
"jangan baperan ya bu...","46844","343","90001717","20161","3","3","3","3","3","1","3","3","2","3","198"
"jangan ngambek lagi ya bu...","46845","343","90001717","20161","3","3","3","3","3","3","3","3","3","3","198"
"jangan ganti dosen, wifi","46846","343","90001717","20161","4","3","3","3","3","2","3","3","3","3","198"
"terimakasih telah mengajar dengan baik","46847","343","90001717","20161","4","4","3","4","4","2","4","3","3","4","198"
"Jangan terlambat kami lama menunggu","46853","357","90001725","20161","3","3","2","3","2","1","1","1","1","1","311"
"Terimakasih telah mengajar dengan baik","46857","357","90001725","20161","3","3","3","4","4","3","4","3","3","3","311"
"Jangan galak-galak","46861","357","90001725","20161","2","3","3","3","3","3","3","3","3","3","311"
"Jangan pakai emosi kalau mengajar kita ingin dididik bukan disalahkan","46864","357","90001725","20161","3","3","2","2","2","2","2","1","1","1","311"
"dibuat kelompok belajar...","46881","190","90001715","20161","4","4","4","4","4","4","4","4","4","3","198"
"kalau mengajar mohon diperjelas kemhs yg belom dong... terimakasih bu...","46882","190","90001715","20161","3","3","3","4","3","3","3","3","3","2","198"
"menguasai materi saja tidak cukup, tapi seorang dosen, dituntut untuk bisa meningkatkan minat belajar mhs.","46883","190","90001715","20161","3","3","3","3","3","3","3","3","3","3","198"
"ruangan yg pakek AC bu...","46911","188","90001743","20161","4","3","4","4","4","1","4","4","4","4","198"
"ibu lucu eh","46912","188","90001743","20161","3","4","4","3","4","4","3","4","4","3","198"
"ruangan belajar di beri AC","46913","188","90001743","20161","4","4","4","4","4","4","4","4","4","4","198"
"wifi diperbaiki","46914","188","90001743","20161","4","4","4","4","3","2","3","4","4","3","198"
"kami butuh Ac","46915","188","90001743","20161","4","4","4","4","4","4","4","4","4","4","198"
"kami butuh AC, kelasnya jgn banyak orang terlalu padat.","46916","188","90001743","20161","4","4","4","4","4","4","4","4","4","4","198"
"pake AC dong...","46917","188","90001743","20161","4","4","3","4","4","3","3","3","3","3","198"
"pake AC dong hehe...","46918","188","90001743","20161","4","4","3","4","4","2","3","3","3","3","198"
"bu kelasnya pake AC dong hehe","46919","188","90001743","20161","4","4","3","4","4","2","3","3","3","3","198"
"ibu ngajar lagi dikelas B ya...","46920","188","90001743","20161","3","3","3","3","3","3","3","3","3","3","198"
"ibu ngajar lagi di kelas kami dong...","46921","188","90001743","20161","4","4","4","4","4","4","4","4","4","4","198"
"kelas ber AC","46922","188","90001743","20161","4","4","4","4","4","3","3","4","4","4","198"
"terimakasih telah mengajar dengan baik","46923","188","90001743","20161","4","4","4","4","4","3","3","3","4","4","198"
"butuh AC","46924","188","90001743","20161","3","3","3","3","3","3","3","3","3","3","198"
"butuh AC supaya ruangandingin..","46925","188","90001743","20161","4","4","4","4","4","4","4","4","4","4","198"
"keterlambatan ibunya kurang lama.","46926","188","90001743","20161","3","3","3","4","3","2","3","3","3","3","198"
"kurang jelas dalam penyampaian di kuliah.teknik pembelajaran diubah agar tidak monoton boring...","46941","180","90001720","20161","4","3","3","3","3","3","3","2","2","2","198"
"penyampaian materi harus lebih menarik lagi","46942","180","90001720","20161","4","3","2","3","3","3","3","2","2","3","198"
"ibu baik jos tenan","46965","180","90001720","20161","4","4","4","4","4","4","4","4","4","4","198"
"baik","46967","180","90001720","20161","4","4","3","4","2","4","3","4","4","4","198"
"minta AC, panas sekali","46969","180","90001705","20161","3","3","3","3","3","3","3","3","3","3","198"
"minta AC untuk ruang FTI","46977","180","90001705","20161","3","3","3","3","3","3","3","3","3","3","198"
"ibu dalam menjelaskan diharapkan runtut, tidak bolak balik, jangan pelit nilai ya bu...","46982","180","90001705","20161","3","2","3","3","2","2","3","3","3","2","198"
"Diharapkan dosen harus lebih menguasai mata kuliah tersebut ,, terimakasih","47011","180","90001729","20161","4","4","4","4","4","3","4","4","4","4","311"
"Maju terus pantang mundur","47035","190","90001734","20161","4","4","4","4","4","4","4","4","4","4","311"
"Pertahankan","47037","190","90001734","20161","4","4","4","4","3","4","3","4","4","4","311"
"ibu baik deh..","47066","180","90001707","20161","4","4","4","4","4","4","4","4","4","4","198"
"sehat selalu bu...","47067","180","90001707","20161","4","4","3","4","3","3","3","3","3","3","198"
"cara mengajarnya yg baru lagi ya bu...","47068","180","90001707","20161","3","3","3","2","3","2","3","2","2","3","198"
"ibu ada baiknya materinya lebih diringkas sehingga padat dan jelas","47071","180","90001707","20161","3","3","3","4","3","2","3","2","3","3","198"
"Kalau dihubungin mahasiswa tolong direspon bu hehe","47072","190","90001746","20161","4","4","4","2","4","3","4","3","4","4","311"
"lebih baik dan semangat terus ibu...","47074","180","90001707","20161","4","4","4","4","4","4","4","4","4","4","198"
"lebih dekat/akrab dengan mhs, ada sesi curhat diakhir pelajaran dengan mhs.","47080","180","90001707","20161","4","3","4","4","3","2","3","3","3","4","198"
"ibu baik, jos tenan","47082","180","90001707","20161","4","4","4","4","4","4","4","4","4","4","198"
"minta Ac untuk FTI","47085","180","90001707","20161","3","3","3","3","3","3","3","3","3","3","198"
"acc ok perbaiki cover","47096","190","90001746","20161","2","2","2","2","2","2","2","2","2","2","311"
"tingkatkan lagi","47105","180","90001707","20161","3","3","3","3","3","3","3","3","3","3","198"
"Sehat selalu bu biar ga ada jam pengganti","47122","347","90001722","20161","4","4","4","3","3","3","4","4","3","3","311"
"Diperbanyak","47127","347","90001722","20161","4","4","4","4","3","3","3","4","4","4","311"
"Jangan terlallu menggunakan bahasa yang tinggi lebih memahami mahasiswa dalam bahasanya","47129","347","90001722","20161","3","3","2","4","3","2","3","2","3","2","311"
"jangan pelit nilai bu, katanya industri mau jadi A","47132","347","90001721","20161","4","4","4","4","4","4","4","4","4","4","198"
"good","47135","347","90001721","20161","3","3","3","3","3","3","3","3","3","3","198"
"good job","47137","347","90001721","20161","3","3","3","3","3","3","3","3","3","3","198"
"good job","47138","347","90001721","20161","4","4","4","4","4","4","4","4","4","4","198"
"thank you bu...","47141","347","90001721","20161","4","4","4","4","4","2","4","4","4","4","198"
"be the best bu...","47143","347","90001721","20161","3","4","3","4","3","4","3","4","3","4","198"
"kurang jelas dalam penjelasan, terlalu cepat","47144","347","90001721","20161","3","3","3","3","3","3","3","3","3","3","198"
"Tolong ditambah contohnya sehingga mahasiswa tambah paham terhadap mata kuliah yang diambil sistem produksi","47145","347","90001722","20161","3","3","3","3","3","2","3","3","3","3","311"
"Lebih memahami mhs keseluruhan.","47162","332","90001671","20161","4","4","3","3","3","2","3","2","3","2","196"
"Penyampaian materi terlalu cepat belum selesai mencatat sudah ganti lagi","47169","296","90001703","20161","3","3","3","3","3","2","3","3","3","3","311"
"Dosen telah memberikan tanggapan yg baik kpd mhs.","47172","332","90001671","20161","4","4","4","4","4","4","3","2","4","4","196"
"Tingkatkan dan pahami keluh kesah mahasiswa dalam makul fisika dasar 1,, semangat","47180","296","90001703","20161","4","4","4","4","4","2","3","4","4","3","311"
"God job","47186","296","90001703","20161","4","4","4","4","4","4","4","4","4","4","311"
"Suara dibesrin bu","47189","296","90001703","20161","4","3","4","3","4","2","3","3","3","4","311"
"amazing","47206","347","90001737","20161","4","4","4","4","4","4","4","4","4","4","198"
"Jangan pelit nilai ya buk, metode pelajaranya sangat cepat, sulit bagi mahasiswaa memahaminya","47211","296","90001703","20161","3","3","3","3","3","3","2","3","3","3","311"
"Lebih diatur lagi dalam menjelaskan ke mahasiswa materi yang diajarkan sehingga mahasiswa bisa memahami dengan baik","47216","296","90001703","20161","3","3","3","3","4","3","3","3","3","3","311"
"Semangat Terus Bu","47221","296","90001703","20161","3","3","3","3","3","2","3","3","4","3","311"
"Dosenya mohon datang tepat waktu","47224","296","90001703","20161","3","3","2","3","1","2","2","2","3","3","311"
"Semoga tugas dpt dikembalikan kpd mhs.","47227","332","90001671","20161","3","4","4","3","4","2","2","3","3","3","196"
"Harus ontime ketika memulai materi perkuliahan, karena dosen seringkali telat padahal dosen sudah baik dan menyenangkan ketika mengajar","47230","296","90001703","20161","3","3","4","4","3","2","1","3","4","3","311"
"Memberikan materi sangat jelas.","47237","332","90001671","20161","3","3","3","4","3","3","4","3","4","3","196"
"Mantab Jiwa","47242","302","90001766","20161","4","4","4","4","4","4","4","4","4","4","311"
"Mantab Jiwa","47244","302","90001766","20161","3","3","3","3","3","3","3","3","3","3","311"
"Mantab Jiwa","47247","302","90001766","20161","3","3","3","3","3","4","3","4","4","4","311"
"Memberikan tips trick cara cepat dlm mengerjakan soal.","47248","332","90001671","20161","3","4","3","4","3","3","3","4","3","3","196"
"Wes Apik Pertahankan","47251","302","90001766","20161","4","4","4","4","4","3","3","3","3","3","311"
"Jangan Pelit memberi nilai ya pak, terbaiklah","47255","302","90001766","20161","4","4","4","4","4","4","4","4","4","4","311"
"Cara mengajarnya jelas.","47263","332","90001671","20161","3","3","2","4","3","2","2","2","2","3","196"
"Terimakasih , tolong pak materi yang diberikan diupload ke e-learning","47264","302","90001766","20161","4","4","4","4","4","4","4","4","4","4","311"
"Alangkah baiknya kalau bapak agus , membuat ppt tidak sama persis di internet terimakasih","47267","302","90001766","20161","4","4","4","4","4","3","4","3","3","2","311"
"memulai dan mengakhiri perkuliahan dg tepat waktu.","47272","332","90001671","20161","4","4","4","4","3","4","1","3","4","3","196"
"Dalam berbicara tolong sedikit jelas","47273","302","90001766","20161","3","3","3","3","3","3","4","3","3","3","311"
"Good job Pak Agus","47278","302","90001766","20161","4","4","4","4","4","4","4","4","4","4","311"
"mantap bu...","47285","345","90001711","20161","4","4","4","4","4","4","4","4","4","4","198"
"the best","47287","345","90001711","20161","4","4","4","4","4","4","4","4","4","4","198"
"semoga tetap dipertahankan","47288","345","90001711","20161","4","4","4","4","4","4","4","4","4","4","198"
"minta AC, perbaiki infrastruktur...","47290","345","90001711","20161","4","4","4","4","4","3","3","4","4","4","198"
"Soal UAS jangan terlalu susah ya Pak","47299","302","90001766","20161","4","4","4","4","4","3","4","4","4","4","311"
"Nilai UTS, UAS ditambahin bu","47310","345","90001677","20161","4","4","4","4","4","2","3","3","4","4","199"
"Makasih ya bu","47317","345","90001677","20161","4","3","3","4","3","4","4","3","3","4","199"
"Lebih baik lagi dalam menjelaskan materi yang diberikan","47336","302","90001766","20161","4","3","3","3","4","2","2","3","3","3","311"
"Jos tenan","47340","345","90001677","20161","4","4","4","4","4","4","4","4","4","4","199"
"Mantab Jos","47342","302","90001766","20161","3","3","3","4","3","2","4","3","3","3","311"
"Dosennya kurang bersemangat, kurang tegas.","47345","237","90001770","20161","3","2","3","2","3","2","2","2","3","2","196"
"Lebih ditingkatkan lagi jangan patah semangat","47346","302","90001766","20161","3","4","3","3","3","3","4","3","3","4","311"
"Smple, baik dan tidak sombong","47347","345","90001677","20161","4","4","4","4","4","4","4","4","4","4","199"
"Tetap semangat ngajar kita bu","47349","345","90001677","20161","4","4","4","4","4","2","2","3","3","3","199"
"Bu tami terbaik","47353","345","90001677","20161","4","4","4","4","4","4","4","4","4","4","199"
"Joss","47354","345","90001677","20161","4","4","4","4","4","4","4","4","4","4","199"
"Ibu, ujiannya soalnya jangan yang sulit yah bu, ilove you","47360","345","90001677","20161","4","3","4","4","3","2","3","3","4","3","199"
"Keep smile","47361","345","90001677","20161","4","4","4","4","4","4","4","4","4","4","199"
"Mantap bu lanjutkan","47362","345","90001677","20161","4","4","4","4","4","4","4","4","4","4","199"
"Sangat menguasai kelas dan memberi tanggapan yang sangat baik terhadap mahasiswa","47369","345","90001677","20161","4","4","4","4","3","3","4","4","4","4","199"
"Soalnya agak digampangakan","47373","345","90001677","20161","4","4","4","4","4","4","4","4","4","4","199"
"Bu soal UASnya jangan susah ya bu, jangan mempersulit mahasiswa , kasihani kami bu","47385","345","90001677","20161","4","4","4","4","4","4","4","4","4","4","199"
"Bu nilainya yang bagus, sering-sering piknik","47391","345","90001677","20161","4","4","4","4","4","4","3","4","4","4","199"
"Mantap","47395","345","90001677","20161","4","4","4","4","4","4","4","4","4","4","199"
"Memberi nasihat juga selain pelajaran kuliah karena kami anak rantau yang butuh nasehat. Ibu dan Bapak dosen adalah orang tua kami disini","47422","176","90001752","20161","4","4","4","4","4","4","4","3","4","4","311"
"Saat kuliah berlangsung materi yang disampaikan kurang jelas Mohon untuk memberi contoh dengan menulisnya dipapan tulis","47426","237","90001768","20161","3","3","3","3","3","3","3","0","3","3","195"
"Mohon Tambah Galak","47435","176","90001752","20161","4","4","4","4","4","4","4","4","4","4","311"
"ibu terlalu lambat","47436","237","90001768","20161","3","2","3","3","3","3","3","3","3","3","195"
"Yang terbaik","47438","176","90001752","20161","4","4","4","4","4","4","4","4","4","4","311"
"Terima kasih","47439","237","90001749","20161","4","4","4","4","4","2","3","4","3","3","199"
"Good Buk","47440","176","90001752","20161","4","4","4","4","4","4","4","4","4","4","311"
"Good Job Ibu","47443","176","90001752","20161","3","3","4","4","4","2","4","3","3","3","311"
"Mohon untuk menjelaskan di white board","47446","237","90001768","20161","3","3","3","4","4","4","4","4","4","4","195"
"Sebaiknya ibu lebih sering memberikan cara yang mudah untuk mengerjakan soal-soal","47447","237","90001749","20161","4","3","3","4","3","3","4","3","4","3","199"
"Materi menentukan ilmu dan nilai UAS.","47452","237","90001769","20161","4","3","2","3","4","3","2","2","3","4","196"
"Good Job Buk","47453","176","90001752","20161","4","4","4","4","4","4","4","4","4","4","311"
"Pengajaran ibu sangat memuaskan","47454","237","90001749","20161","4","4","4","4","4","4","4","4","4","4","199"
"Pertahankan Bu","47464","176","90001752","20161","4","4","4","4","4","3","4","4","4","3","311"
"Tingkatkan Lagi bu","47469","176","90001752","20161","3","3","3","4","3","4","4","3","3","3","311"
"Apa yang ibu jelaskan susah diphami . Sebaiknya ibu lebih pelan dalam menjelaskan materi, karena kebanyakan dari kami tidak mengerti apa-apa","47471","237","90001768","20161","4","3","2","3","3","2","3","2","2","3","195"
"Semoga kedepannya lebih baik lagi","47475","237","90001749","20161","3","3","3","4","3","1","2","2","3","3","199"
"Lebih Pelan dalam menerangkan Makul","47478","176","90001752","20161","4","3","3","4","4","2","4","3","3","3","311"
"Bu Salamah Mantab","47479","176","90001752","20161","4","4","4","4","4","2","4","3","4","4","311"
"Materi Perkuliahan dikasihkan karena pas matakuliah menjelaskanya sangat cepat","47486","176","90001752","20161","4","3","3","3","4","2","4","3","3","3","311"
"Mata kuliah dikasih copian agar dapat belajar dirumah","47494","176","90001752","20161","4","3","3","3","4","2","4","3","4","3","311"
"Kalau mengajar suara lebih dikencangkan","47498","237","90001749","20161","4","4","3","3","4","4","2","3","3","4","199"
"Ibu Tugas-tugasnya tolong dikembalikan agar kita tahu nilai yang kita peroleh","47499","176","90001752","20161","4","4","3","4","4","1","4","3","4","4","311"
"To Be Better... I Love You","47501","176","90001752","20161","3","3","3","4","2","1","2","3","3","3","311"
"Semangat buk..","47504","237","90001769","20161","3","3","3","3","3","3","3","3","3","3","196"
"Bu kalau mengajar diperjelas materi, apalagi perhitungan","47505","237","90001749","20161","3","3","3","4","4","2","3","3","3","3","199"
"Cobalah menjelaskan dg rinci dan pelan2 buk, jangan belum selesai satu udah dijelasin lain lagi.","47507","237","90001769","20161","3","3","2","2","3","2","3","1","1","2","196"
"Tingkatkan lagi.","47508","237","90001769","20161","3","3","3","4","3","4","4","3","3","3","196"
"bu saya kurang memahami materi yang di sampaikan ibu, saya ingin ibu menjelaskan contoh soal itu di tulis dan dijabarkan dengan jelas","47513","237","90001768","20161","3","3","3","4","3","3","4","2","3","4","195"
"Lebih kuasai kelas buk...suaranya lebih dikeraskan.","47519","237","90001769","20161","4","4","3","4","4","3","3","1","1","2","196"
"Terima kasih bu","47522","237","90001749","20161","4","3","3","4","4","3","4","3","3","3","199"
"Bu jelasin materiny lbh detil ya..","47525","237","90001769","20161","3","3","2","3","4","4","3","1","3","4","196"
"Kegiatan pembelajarankurang efektif,suaranya terlalu kecil dan harusnya dijelaskan step by step agar mahasiswa mengerti","47526","237","90001768","20161","3","3","3","3","4","1","3","3","3","3","195"
"karena suara ibu kecil, tetap pakai mikrofon ya","47527","237","90001749","20161","4","4","4","4","4","4","3","3","3","4","199"
"ibu sangat baik dalam menyampaikan materi","47532","237","90001768","20161","4","4","3","4","4","4","4","3","3","4","195"
"Lebih memberikan macam atau variasi soal latihan agar mahasiswa/mahasiswi lebih menguasai materi","47534","237","90001749","20161","4","4","4","4","4","4","4","4","4","4","199"
"Agar lebih mendetail saat menjelaskan soal terutama soal bahasa inggris karna mungkin ada kosakata yang masih asing di telinga mahasiswa","47535","237","90001768","20161","3","3","3","3","3","3","3","3","3","3","195"
"dijelaskan materinya","47536","237","90001768","20161","3","3","2","3","3","3","3","2","3","3","195"
"terimakasih bu","47537","237","90001768","20161","4","4","4","4","4","4","4","4","4","4","195"
"iIbu tolong mengajar dengan benar dan rajin","47538","237","90001768","20161","3","3","3","3","3","3","3","3","3","3","195"
"jangan sepat-cepat bu kalo menjelaskan","47540","237","90001768","20161","4","3","3","3","3","3","3","3","3","3","195"
"Tetap sabar ngajarin kita ya bu","47541","237","90001768","20161","4","4","4","4","4","4","4","4","3","4","195"
"Diperbanyak dosen seperti ini","47552","347","90001735","20161","4","4","4","4","4","3","3","4","3","4","199"
"Bu kalau menjelaskn lebih jelas lagi kita belum sama sekali mengerti matei yang disampaikan dan jangan jarang masuk ya bu","47561","237","90001768","20161","3","2","2","3","2","2","2","2","2","3","195"
"Terimakasih telah mengajar dengan baik","47565","180","90001706","20161","4","4","4","4","3","4","4","3","4","4","195"
"Diharap dosen dapat menjelaskan materi dengan lebih jelas, dan tidak menggunakan bahas terlalu tinggi","47568","347","90001735","20161","3","3","3","2","3","3","3","2","3","2","199"
"suara bu endah terlalu pelan saat menyampaiakan materi. ruang kuliah tambahkan AC","47569","180","90001706","20161","2","2","1","3","3","2","2","2","2","2","195"
"Jangan ganti-ganti dosen,bingung","47574","180","90001706","20161","3","3","3","3","3","2","3","2","3","3","195"
"AC untuk ruang wuliah","47577","180","90001706","20161","3","3","2","3","3","3","2","2","2","3","195"
"di perjelas saat mengajar","47582","180","90001706","20161","3","3","3","2","3","3","3","3","3","3","195"
"kami butuh AC","47591","180","90001706","20161","3","3","3","3","3","3","3","2","3","3","195"
"Mohon mengajar tepat waktu","47791","296","90001701","20161","3","3","3","3","3","3","3","3","3","3","199"
"Menerangkan materi kuliah dengan file coding, pelan-pelan dan terperinci","47815","251","90001669","20161","3","3","3","3","4","2","2","2","3","3","199"
"Saat menjelaskan materi, saya harap jangan terlalu cepat, dan jelaskan secara detail dengan penjelasan yang mudah dicerna mahasiswa sehingga proses mengajar berjalan dengan efektif","47816","251","90001669","20161","4","3","3","4","3","2","3","3","3","3","199"
"Harap diperbanyak studi kasusnya di dalam perkuliahan","47820","251","90001669","20161","4","4","3","4","4","1","3","4","3","4","199"
"Menerangkan mata kuliah lebih detail lagi","47821","251","90001669","20161","3","3","3","3","4","2","2","2","3","3","199"
"Dosen sudah menguasai materi dan materinya cukup bagus","47823","251","90001669","20161","4","4","3","4","4","2","3","2","3","3","199"
"Memperbanyak logika algoritma","47826","251","90001669","20161","4","3","3","4","3","1","2","4","3","3","199"
"Mohon lebih berinteraksi dengan mahasiswa","47827","251","90001669","20161","4","4","4","4","4","1","4","3","3","4","199"
"Kurang dalam hal komunikasi","47828","251","90001669","20161","4","3","2","4","2","1","3","2","2","3","199"
"UAS open book ya","47837","316","90001698","20161","4","4","4","4","4","1","3","3","4","3","199"
"Dalam menyampaikan materi lebih jelas lagi, agar lebih paham","47839","316","90001698","20161","3","3","4","4","4","2","3","3","4","4","199"
"Materi di jadikan hard copy pada masing-masing mahasiswa","47844","316","90001698","20161","3","3","3","4","4","1","4","3","3","3","199"
"UAS open book ya","47847","316","90001698","20161","4","4","4","4","4","1","3","4","4","4","199"
"Semoga lebih bisa menguasai kelas dan menerangkan dengan bail","47848","316","90001698","20161","4","4","3","3","4","1","3","3","3","4","199"
"Untuk ibu amalia sudah cukup cara mengajarnya","47849","316","90001698","20161","3","4","3","3","4","2","4","3","2","3","199"
"Jangan bosan-bosan bu, ngajarin kami","47857","316","90001698","20161","4","3","4","4","4","3","3","3","4","3","199"
"Lebih memperhatikan mahasiswa yang belum mengerti dengan materi tertentu, dan mohon untuk menjelaskan materi perkuliahan lebih detail lagi","47858","316","90001698","20161","3","4","3","4","3","2","3","2","3","4","199"
"Cukup baik, tolong lbh ramah ke mhs bu.","47897","176","90001757","20161","4","3","4","3","3","3","4","3","3","3","196"
"Lanjutkan Pak","47898","175","90001747","20161","4","4","4","4","4","2","4","4","4","4","311"
"Lanjutkan, Good Job","47900","175","90001747","20161","4","4","4","4","4","4","4","4","4","4","311"
"Sabar dan tetap semangat","47901","175","90001747","20161","4","4","4","4","4","4","4","4","4","4","311"
"Cara ngajarnya menekan mhs sehingga mhs ada kemauan utk belajar.","47902","176","90001757","20161","4","4","4","4","4","4","4","4","4","4","196"
"PPT terlalu naratif","47905","175","90001747","20161","3","3","3","3","3","3","3","3","3","3","311"
"Tugas tolong diberikan kembali agar mhs tahu salahnya.","47906","176","90001757","20161","3","3","3","3","4","2","3","2","2","3","196"
"Seharusnya jika menjelaskan lebih kuat suaranya","47910","175","90001747","20161","3","3","3","3","3","4","4","3","3","3","311"
"Is the best...","47911","176","90001757","20161","4","3","3","4","3","3","3","3","4","3","196"
"Sebaiknya dalam Menyampaikan materi lebih interaktif","47912","175","90001747","20161","3","3","3","3","3","2","4","3","3","3","311"
"Mohon jelaskan materi lebih rinci dan tidak berpatokan pada PPT","47918","175","90001747","20161","3","3","2","3","4","3","4","2","2","4","311"
"Tugas yang pada dikerjakan tidak dikumpul","47921","175","90001747","20161","4","2","3","3","4","2","4","2","3","2","311"
"Penjelasan terlalu cepat","47923","175","90001747","20161","4","4","3","4","4","3","3","3","3","3","311"
"Jangan pilih kasih, cowok cewek sama bu...jgn waktu mau penilaian tiba2 baik.","47924","176","90001757","20161","3","3","3","2","3","1","2","2","2","3","196"
"Terkadang suasana belajarnya menegangkan.","47926","176","90001757","20161","4","3","3","3","3","2","3","2","3","3","196"
"Agar lebih baik lagi","47929","175","90001747","20161","4","3","3","3","4","3","3","3","3","4","311"
"Penjelasan suaranya kurang lantang","47932","175","90001747","20161","3","3","3","4","3","2","4","2","3","3","311"
"Penjelasanya harus diperjelas Pak, jangan nulis terus harus ada penjelasanya","47934","175","90001747","20161","2","2","2","3","3","2","3","2","2","2","311"
"Slide jangan terlalu banyak","47938","175","90001747","20161","3","3","4","4","4","3","3","4","3","3","311"
"Terimakasih Pak, kali-kali kasih contoh soal ya Pak","47940","175","90001747","20161","4","3","4","4","3","1","4","3","4","4","311"
"Mohon menerangkan diperjelas lagi.","47941","176","90001757","20161","3","4","4","4","3","4","3","3","4","3","196"
"Terimakasih Pak, Mohon dibanyakin contoh soal Ya Pak","47942","175","90001747","20161","4","3","4","4","3","1","4","3","4","4","311"
"Jangan jutek bu!!!","47943","176","90001757","20161","3","3","3","2","4","3","4","2","2","4","196"
"Diberikan sof file diupload di e-learning, diberikan waktu istirahat, seharusnya setiap materi diberikan contoh soal","47947","175","90001747","20161","4","4","4","4","4","2","3","4","4","4","311"
"Lebih interaktif lagi dengan mahasiswa/ mahasiswi , lebih keras suaranya saat mengajar diberi waktu istirahat saat pembelajaran","47948","175","90001747","20161","3","3","2","3","4","2","3","3","2","3","311"
"sudah bagus","47987","176","90001751","20161","4","4","4","4","4","2","4","4","4","4","267"
"penyampaian materi harus lebih jelas","47994","176","90001751","20161","3","3","2","4","3","4","4","3","3","4","267"
"kedepanya kuliah terasa lebih santai","47996","176","90001751","20161","4","4","3","4","4","2","4","3","3","3","267"
"semoga lebih baik","48014","176","90001751","20161","4","4","4","3","4","3","4","3","4","4","267"
"Pak Eric ngajar kualitas lagi ya kita kangen..","48023","355","90001676","20161","4","4","4","4","4","4","4","4","4","4","196"
"Jangan pelit nilai","48030","190","90001744","20161","3","3","3","3","3","3","3","2","3","3","196"
"Kurang memotifasi.","48033","190","90001744","20161","4","4","2","2","4","3","2","2","2","2","196"
"Jangan galak galak bu!!","48055","190","90001744","20161","3","3","3","3","3","3","3","3","3","3","196"
"Reboisasi Dosen!!","48057","190","90001744","20161","3","3","3","3","3","3","3","3","3","3","196"
"Ibu ngajarnya sdh baik tp kalau ngasih nilaisuka ajaib..","48110","345","90001678","20161","4","3","4","4","3","2","3","3","4","3","196"
"Tingkatkan selalu ibu...","48129","345","90001678","20161","4","4","4","4","4","4","3","4","4","4","196"
"Mengeraskan suara saat mengajar","48153","355","90001675","20161","3","3","3","3","3","3","3","3","3","3","267"
"Semangat terus bu, soal ujian jangan yang susah","48258","353","90001753","20161","4","4","4","4","4","4","4","4","4","4","199"
"Ibu sudah sangat baik dalam mengajar","48261","353","90001753","20161","4","4","4","4","4","2","3","3","3","4","199"
"Jangan membuat kami bingung","48266","353","90001753","20161","3","3","3","3","3","2","3","3","3","3","199"
"Good job tingkatkan","48269","326","90001692","20161","4","4","4","4","4","4","4","4","4","4","199"
"Cara mengajarnya bagus, jadikan dosen tetap di elektro","48277","326","90001692","20161","4","4","4","4","4","4","4","4","4","4","199"
"Pengajaran bagus, mahasiswa paham","48278","326","90001692","20161","4","4","4","4","4","4","4","4","4","4","199"
"Menurut saya cara mengajarnya baik, perlu diperbanyak dosen seperti ini","48282","326","90001692","20161","4","4","4","4","4","4","4","4","4","4","199"
"Good","48295","326","90001692","20161","3","4","3","4","3","3","3","4","3","3","199"
"Pada saat menjelaskan materi tolong suara dikeraskan","48407","237","90001750","20161","3","3","2","3","4","4","3","2","3","4","193"
"Bu saya kurang mengerti materi-materinya ,Ibu saya suka kalau jelasinya di papan juga","48430","352","90001762","20161","3","2","2","3","3","3","3","3","3","3","311"
"Saat memberikan materi tolong lebih jelas lagi","48431","302","90001767","20161","3","3","3","3","4","2","2","3","3","3","193"
"Jangan cepat-cepat dalam menjelaskan lebih banyak belajar menguasai kelas","48435","352","90001762","20161","2","2","2","3","4","1","4","2","2","3","311"
"JIKA TIDAK DAPAT HADIR TOLONG MEMBERI TAHU KEPADA KETUA KELAS","48436","302","90001767","20161","4","4","4","4","4","2","4","4","4","3","193"
"CARA MENGAJAR MONOTON ATAU MEMBOSANKAN","48438","302","90001767","20161","3","3","3","4","3","1","3","3","3","3","193"
"CARA MENGAJARNYA MONOTON","48441","302","90001767","20161","4","4","3","4","4","1","4","3","3","3","193"
"kami butuh AC","48454","180","90001706","20161","3","3","4","3","3","3","4","3","3","3","195"
"Beri materi yang lebih menarik","48456","352","90001762","20161","3","3","3","3","3","3","3","3","3","3","311"
"Banyak diberi latihan agar mahasiswa menguasai materi","48503","176","90001756","20161","3","3","4","4","3","2","3","3","3","2","195"
"Sebaiknya jika menjelaskan lebih rinci","48512","176","90001756","20161","4","4","2","3","3","2","2","2","2","3","195"
"Menjadi yang terbaik lagi","48531","352","90001762","20161","3","3","3","3","3","3","3","3","3","3","311"
"Jadi lebih baik lagi ya buk","48535","352","90001762","20161","3","3","3","3","4","3","3","3","3","3","311"
