"answer","id_nilai","pegawai_id_pegawai","ampu_id_ampu","semester_id_semester","quest_1","quest_2","quest_3","quest_4","quest_5","quest_6","quest_7","quest_8","quest_9","quest_10","author"
"lebih baik lagi","44213","320","90001550","20161","4","3","3","4","3","3","2","3","3","3","195"
"jelasin kurang jeles","44215","320","90001550","20161","3","3","3","4","4","4","4","4","3","3","195"
"Memberikan contoh dan meteri yang lebih banyak lagi","44217","320","90001550","20161","3","3","3","3","3","3","3","3","3","3","195"
"Iam very love the theacher Mr.Bambang verygood","44218","320","90001550","20161","4","4","4","4","4","4","4","4","4","4","195"
"saat menyampaikan materi hanya kurang banget contoh2nya","44219","320","90001550","20161","3","3","3","3","3","2","3","3","3","3","195"
"materi untuk bahan ujiah masih kurang jelas . mohon untuk diberi bahan yang sesuai untuk ujian","44220","320","90001550","20161","3","3","3","3","3","2","3","3","3","3","195"
"cara menerangkan kurang begitu jelas dan materi UASNY kurang jels","44221","320","90001550","20161","4","4","3","4","3","2","2","3","3","3","195"
"Buat pembelajaran yang menyenangkan dan tidak membuat bosan mahasiswa","44222","320","90001550","20161","3","2","3","2","3","3","3","2","3","2","195"
"Lebih bersemangat lagi pak","44291","339","90001544","20161","4","4","4","4","4","4","4","4","4","4","199"
"Soal ujiannya jangan sulit# ya pak","44297","339","90001544","20161","3","3","3","4","3","3","3","3","3","3","199"
"Tingkatkan","44298","339","90001544","20161","3","3","3","3","3","2","4","3","3","4","199"
"pertahankan","44299","339","90001544","20161","3","3","3","3","3","3","4","4","3","4","199"
"lANJUTKAN","44300","339","90001544","20161","3","3","3","3","3","2","3","3","3","3","199"
"Bapak keren","44303","339","90001544","20161","4","4","4","4","4","4","4","4","4","4","199"
"Joss Pak","44305","339","90001544","20161","4","4","4","4","4","4","4","4","4","4","199"
"Lebih semangat lagi pak, terimakasih","44307","339","90001544","20161","3","3","3","3","3","3","3","3","3","3","199"
"tolong ada sesi tanya jawab","44317","293","90001333","20161","3","4","3","3","3","2","2","3","4","3","289"
"cara mengajar kurang meingkatkan semangat belajar","44319","293","90001333","20161","3","3","2","3","3","1","3","1","1","2","289"
"dimohon untuk memperhatikan mahasiswa yang kurang paham materi jangan hanya terfokus pada  yang pintar saja","44320","293","90001333","20161","3","3","2","3","4","1","2","2","1","2","289"
"kurang sesi tanya jawab materi ","44322","293","90001333","20161","4","4","4","4","4","1","3","2","2","2","289"
"jangan terlalu cepat mengajar dan perbanyak contoh","44370","302","90001665","20161","4","4","4","4","4","3","3","3","3","3","289"
"pembelajaran sudah bagus namun ada baiknya jika ditambahkan sesi diskusi dan presentasi","44382","302","90001665","20161","3","3","3","3","4","2","3","3","3","2","289"
"lebih banyak penjelasan materi","44411","237","90001664","20161","3","3","3","3","3","3","3","3","3","3","289"
"lebih bnyak lagi conto - contohmungkin belajarnya lebih agak santai aja bu ","44421","176","90001663","20161","4","4","3","4","4","4","4","3","4","3","289"
"model belajar sudah baik  namun alangkah baiknya saat menjawab pertanyan dari mahasiswa angan terlalu lama supanya tidak menguras waktu untuk menyampaikan materi","44424","176","90001663","20161","3","3","3","4","4","4","3","3","3","4","289"
"mahasiswa kurang aktif","44429","176","90001663","20161","3","4","3","3","3","2","3","2","2","3","289"
"sudah baik dan mohon di tinggkatkan","44432","176","90001663","20161","4","3","4","4","4","2","3","3","4","4","289"
"soal UTS jangan sulit# dong pak, terus yang sesuai dengan materi","44450","339","90001544","20161","3","3","3","3","3","3","2","3","3","3","199"
"Bapak the best","44451","339","90001544","20161","4","4","4","4","4","4","4","4","4","4","199"
"Bapak dalam menyampaikan materi sebaiknya membuat sistem pembelajaran yang menarik, soal UTS jgn sulit# ya pak","44452","339","90001544","20161","3","3","3","4","3","3","3","3","3","3","199"
"Tetap semangat, sedap","44458","259","90001606","20161","4","4","4","4","4","4","4","4","4","4","199"
"Mantap jiwa","44460","259","90001606","20161","4","4","4","4","4","4","4","4","4","4","199"
"Jarang masuk","44461","259","90001606","20161","3","3","3","3","3","3","3","3","3","3","199"
"Good job boss","44462","259","90001606","20161","4","4","4","4","4","3","4","4","4","4","199"
"Mantap","44463","259","90001606","20161","4","4","4","4","4","4","3","3","2","4","199"
"Bagus pak, the best","44464","259","90001606","20161","4","4","4","4","4","4","3","3","4","4","199"
"The best lecture","44465","259","90001606","20161","4","4","4","4","4","4","4","4","4","4","199"
"Dimohon pak lebih sering masuk","44474","259","90001606","20161","4","3","4","4","4","4","3","3","3","4","199"
"Good job pak","44478","259","90001606","20161","4","4","3","4","4","4","3","3","3","3","199"
"Toplah bapaknya","44479","259","90001606","20161","4","4","4","4","4","4","4","4","4","4","199"
"Pak Dwi Santoso terbaik","44485","259","90001606","20161","4","3","4","4","4","4","3","4","3","4","199"
"Sebaiknya dosen mengajar lebih baik lagi dan dapat menarik perhatian mhasiswa","44486","320","90001550","20161","4","3","3","4","3","4","4","3","3","4","195"
"lebih membuat suasana kelas lebi nyaman untuk belajar","44487","320","90001550","20161","3","3","3","4","3","4","4","3","3","4","195"
"harus lebih sering berinteraksi dengan mahasiswa & memperhatikan mahasiswa apakah mahasiswa memperhatikan/tidak","44488","320","90001550","20161","3","4","3","4","3","2","4","3","3","3","195"
"Leebih inofatif dalam mengajar sehingga lebih memahami b.inggris","44489","320","90001550","20161","4","4","3","4","3","3","4","3","3","3","195"
"Metode mengajarnya monoton sehingga terkadang terkesan membosankan","44492","320","90001550","20161","4","4","4","4","3","1","3","2","3","3","195"
"semoga lebih ditingkatkan lagi dan bahasa inggris penting untuk matakuliah jadi diperhatikan","44494","320","90001550","20161","3","3","3","3","2","2","3","2","3","2","195"
"kurang memperhatikan apa yang ibu jelaskan","44502","331","90001358","20161","4","4","4","4","3","2","2","4","4","3","195"
"Mohon kalau menjelaskan lebih jelas","44516","136","90001381","20161","2","2","2","2","2","3","1","2","1","2","311"
"Uasnya jangan susah ya pak nilainya bagus ya pak","44520","136","90001381","20161","4","4","4","4","4","2","4","3","3","4","311"
"Bapak memang terbaik","44527","299","90001329","20161","4","4","4","4","4","2","4","3","4","4","199"
"Saya sangat menyukai pelajaran ini","44536","299","90001329","20161","4","4","4","4","4","1","3","4","4","4","199"
"Sangat memuaskan","44549","299","90001329","20161","4","4","4","4","4","2","4","4","4","4","199"
"Good","44558","191","90001524","20161","4","4","4","4","4","4","4","4","4","4","199"
"Good","44559","191","90001524","20161","4","4","4","4","4","4","4","4","4","4","199"
"Terlalu banyak teori","44565","331","90001358","20161","4","4","4","4","4","4","4","4","4","4","195"
"Dosennya kalau jmengajar cuma dimeja dosen terus sehingga cara mengajarnya tidak menarik dan membosankan","44575","331","90001358","20161","3","3","2","3","3","3","2","1","1","2","195"
"Ibu kurang mengajarkan prakteknya terlalu banyak teori , sebaiknya jalan ke belakang juga","44576","331","90001358","20161","3","3","1","2","3","2","3","1","1","3","195"
"Dikuasai kelasnya  lebih baik ya bu, ketika menjelaskan materi dibuat lebih menarik dan tidak hanya membaca slide","44577","331","90001358","20161","2","3","2","4","3","4","2","2","1","3","195"
"semangat","44582","331","90001358","20161","4","4","4","4","4","4","4","3","3","2","195"
"semoga ibu sehat terus, semangat ngajarnya jangan diam di tempat jalan-jalan dong ke mahasiswa biar serasa hidup lagi kelasnya","44583","331","90001358","20161","4","4","4","4","4","4","4","4","4","4","195"
"lebih semangat lagi ibu","44584","331","90001358","20161","4","4","4","3","4","3","4","3","3","3","195"
"sempurna","44592","294","90001371","20161","4","4","4","4","4","4","3","3","4","4","195"
"perbanyak tugasnya","44604","294","90001371","20161","4","4","4","4","4","4","4","4","4","4","195"
"Cukup baik kalau bisa dipertahankan tahun depan","44606","294","90001371","20161","3","3","3","4","4","3","3","3","3","3","195"
"perbanyak contoh soal untuk statistika minimalkan materi","44612","294","90001371","20161","3","3","3","3","3","3","3","3","3","3","195"
"tingkatkan","44613","294","90001371","20161","3","3","4","2","2","2","3","3","4","3","195"
"maksimalkan","44614","294","90001371","20161","3","3","3","3","3","3","3","3","3","3","195"
"terimakasih telah mengajar dengan baik","44619","340","90001462","20161","4","4","4","4","3","4","3","3","4","4","195"
"jangan ganti ganti dosen bingung","44626","340","90001462","20161","3","3","3","3","3","3","3","3","3","3","195"
"Suara diperkeras bu, untuk penerangan sudah jelas makasih","44631","340","90001462","20161","3","3","3","3","3","2","3","4","3","3","195"
"kami butuh AC","44633","340","90001462","20161","3","3","3","3","3","3","3","3","3","3","195"
"kamibutuh AC","44635","340","90001462","20161","3","3","4","3","3","4","3","4","3","3","195"
"AC dong di ruang 211","44639","340","90001462","20161","3","3","3","3","3","3","3","3","3","3","195"
"Sudah sangat bagus tp ditingkatkan lagi.","44656","327","90001620","20161","4","4","4","4","4","3","3","4","4","4","196"
"Cara menyampaikan kuliah bagus tp sampai ada yg lesehan..","44661","327","90001620","20161","3","3","3","4","4","4","3","3","3","3","196"
"good..","44663","327","90001620","20161","3","3","3","4","3","2","3","2","2","3","196"
"Aku sayang bapak..","44676","127","90001348","20161","4","4","4","3","4","4","3","4","3","4","196"
"Pak Azis I love You..","44677","127","90001348","20161","4","3","4","4","4","4","4","4","4","4","196"
"Jika ada kuliah pengganti mohon dibertahukan mhs.","44686","127","90001348","20161","4","4","4","4","3","4","2","4","4","4","196"
"Biasakan on time ya bosss..","44700","127","90001348","20161","4","3","3","3","2","2","3","3","4","3","196"
"Jangan telat masuk pak..","44701","127","90001348","20161","4","4","4","4","4","3","3","4","3","4","196"
"Alangkah baiknya pada saat menjelaskan materi, suaranya dapat diperbesar sedikit,, semangat","44702","303","90001449","20161","3","3","4","4","3","2","3","3","2","3","311"
"Good Job","44706","303","90001449","20161","4","4","4","4","4","4","4","4","4","4","311"
"Diharapkan lebih keras lagi dalam menguasai kelas karena kita termasuk kelas besar","44715","303","90001449","20161","3","2","2","2","3","4","2","2","2","2","311"
"Metode pengajaranya sangat baik dan memberikan pemahaman yang sangat jelas kepada mahasiswa semoga tetap dipertahankan","44731","303","90001449","20161","4","4","4","4","4","4","2","3","3","3","311"
"Sangat jelas ketika mengajar mahasiswa untuk tahun-tahun berikut saya berharap bisa dipertahankan","44733","303","90001449","20161","4","4","4","4","4","4","3","4","4","4","311"
"Semangat BU","44735","303","90001449","20161","3","3","2","3","3","2","2","3","3","3","311"
"Sudah Cukup Baik","44736","303","90001449","20161","3","3","3","3","4","4","4","4","4","4","311"
"Lebih meningkatkan kembali ketika mengajar kepada mahasiswa karena mahasiswa terkadang kurang merasa nyaman dengan cara mengajar yang diajarkan","44737","303","90001449","20161","3","3","3","2","3","2","2","3","3","3","311"
"Ya Ampun","44738","136","90001380","20161","2","2","2","2","2","2","2","2","2","2","196"
"Presensi dadakan kuran signifikan..","44739","136","90001380","20161","2","2","2","2","3","2","2","2","1","1","196"
"Nyebut Pak.","44740","136","90001380","20161","2","2","2","2","2","2","2","3","1","1","196"
"Berikan hak absen kami...","44741","136","90001380","20161","2","2","2","2","2","1","2","2","2","2","196"
"Dosen yang baik ialah dosen yang mampu membuat mahasiswa kreatif akan hal ide baru setelah belajar yang diterapkan di perkuliahan","44749","238","90001605","20161","3","3","3","3","3","3","3","3","3","3","311"
"Mengajar dan mendidik","44754","238","90001605","20161","4","4","3","4","3","3","3","3","3","3","311"
"Mantab","44758","238","90001605","20161","4","4","4","4","4","3","3","4","4","4","311"
"Terbaiklah bakpak, jangan pelit nilainya Pak","44760","238","90001605","20161","4","4","4","4","4","4","4","4","4","4","311"
"Good Job","44772","238","90001605","20161","4","4","3","4","4","3","3","4","4","4","311"
"Lebih dijelaskan coding drpd materi.  Materi 10% praktek 90%.","44773","136","90001380","20161","3","3","3","3","4","3","3","3","3","3","196"
"Lebih tepat dalam menjawab pertanyaan","44783","238","90001605","20161","4","4","3","4","3","2","2","3","3","3","311"
"Bagus Pak","44788","238","90001605","20161","4","4","4","4","4","3","3","4","4","3","311"
"Diadakan kunjungan didalam yogyakaerta tentang utilitas supaya mahasiswa bisa lebih paham dan ilmunya bisa tau mau ditempatkan dimana","44791","238","90001605","20161","3","3","3","3","4","3","4","3","3","4","311"
"Kalo bisa diganti yg bisa mengajar dg baik.","44794","136","90001380","20161","3","3","4","4","3","2","3","3","2","2","196"
"Banyakin istigfar pak !!","44795","136","90001380","20161","2","2","2","3","2","2","2","2","2","2","196"
"cukup baik, dosen yg familier","44796","317","90001492","20161","4","4","4","4","4","4","4","4","3","3","198"
"jangan pelit nilai bu..","44797","317","90001492","20161","4","4","4","4","4","3","4","4","4","4","198"
"good","44798","317","90001492","20161","3","3","3","3","3","3","3","3","3","3","198"
"good job","44799","317","90001492","20161","3","3","3","3","3","3","3","3","3","3","198"
"keep fighting bu...","44800","317","90001492","20161","4","4","4","4","4","2","4","4","3","4","198"
"semangat ibu..","44801","317","90001492","20161","3","4","3","4","3","4","3","4","3","4","198"
"good job","44802","317","90001492","20161","4","4","4","4","4","4","4","4","4","4","198"
"keren have fun memotifasi","44831","332","90001361","20161","4","4","3","3","4","4","4","4","3","4","267"
"semoga ibu lebih baik lagi","44832","332","90001361","20161","4","4","4","4","4","4","4","4","4","4","267"
"pertahankan cara mengajar ibu","44835","332","90001361","20161","4","4","4","4","4","4","3","4","4","4","267"
"lumayan lebih ditingkatkan","44843","332","90001361","20161","3","3","3","4","3","3","2","3","3","3","267"
"meningkatkan daya minat mahasiswa untuk belajar. pak rusydi joss... lanjutkan","44845","235","90001374","20161","4","4","4","4","4","4","4","4","4","4","198"
"joss...","44846","235","90001374","20161","3","3","3","3","3","4","4","3","3","3","198"
"saya berharap ilmu di ajarkan bermanfaat, tentunya dengan bapak memberikan nilai yang memuaskan.","44847","235","90001374","20161","4","4","4","4","4","3","4","3","4","4","198"
"good job !","44875","248","90001658","20161","4","4","4","4","4","4","4","4","4","4","198"
"good !!","44876","248","90001658","20161","4","4","4","4","4","4","4","4","4","4","198"
"good !","44877","248","90001658","20161","4","4","3","4","4","3","3","3","4","4","198"
"good","44882","248","90001658","20161","3","4","4","3","4","4","4","4","4","4","198"
"good","44884","248","90001658","20161","4","3","4","3","4","4","4","3","4","4","198"
"bagus..","44886","248","90001658","20161","3","4","4","4","3","3","4","3","3","2","198"
"harus di tingkatkan lagi....","44887","330","90001375","20161","3","3","3","2","3","2","2","2","3","3","198"
"menjelaskan materi secara perlahan-lahan jangan terlalu cepat.","44888","330","90001375","20161","3","2","3","3","2","3","3","2","2","2","198"
"kami butuh AC","44917","342","90001478","20161","3","3","3","3","3","3","3","3","3","3","198"
"terimakasih telah mengajar denganbaik","44918","342","90001478","20161","4","4","4","4","4","3","4","3","4","4","198"
"wifi, jangan ganti dosen dan AC","44919","342","90001478","20161","4","4","3","4","3","2","3","3","3","3","198"
"AC/wifi lemot","44920","342","90001478","20161","3","3","3","3","3","2","2","3","3","3","198"
"jangan pelit nilai bu, kuliah kalau ngulang tahun depan jadi gak mood kuliah.","44921","342","90001478","20161","3","3","3","3","3","3","3","3","3","3","198"
"tolong jangan ganti-ganti dosen karna saya bukan bahan percobaan","44922","342","90001478","20161","3","3","3","3","3","3","3","3","3","3","198"
"baperan dosen/suka telat.","44923","342","90001478","20161","2","2","2","2","2","2","2","2","2","2","198"
"dosen datang tidak tepat waktu dan tidak patuh dengan peraturan yang masuk kuliah jam 7 malah masuk jadi 07.30.","44924","342","90001478","20161","3","3","3","3","2","2","2","3","3","3","198"
"pertahankan ketrampilan mengajar","44947","129","90001608","20161","3","4","3","3","4","3","3","3","3","3","198"
"good man!!!","44969","238","90001604","20161","4","4","4","4","4","4","4","4","4","4","198"
"kurang meningkatkan kualitas belajar kita dan lebih menguasai kelas dengan baik, tolong mhs yang kurang pintar juga diperhatikan supaya rajin juga belajar...","44970","238","90001604","20161","3","2","2","3","3","2","2","1","2","2","198"
"sebaiknya mungkin bisa dengan buku atau ppt saat menjelaskan jadi ada rujukan yang lebih jelas lagi yang dipelajari.","44971","238","90001604","20161","3","3","4","4","3","2","3","4","4","3","198"
"cukup menyenangkan, tegas tapi santai","44972","238","90001604","20161","4","4","4","3","3","4","2","3","4","3","198"
"semangat pak...","44973","238","90001604","20161","4","4","4","3","4","2","3","4","4","3","198"
"wes penak pak","44974","238","90001604","20161","4","4","4","4","4","2","3","3","4","4","198"
"mantap !","44975","238","90001604","20161","4","4","4","4","4","3","2","4","3","3","198"
"perbanyak lagi contoh-contoh materi","44976","238","90001604","20161","4","3","4","3","3","1","3","3","3","4","198"
"semoga lebih bagus lagi...","44977","238","90001604","20161","4","4","3","3","3","2","4","4","4","4","198"
"bagus cara pengajarannya pak...","44978","238","90001604","20161","4","3","4","4","4","3","3","4","4","4","198"
"jika tidak masuk mohon fasilitas e-learning di pakai dalam pemberian materi dan tugas","44979","238","90001604","20161","3","4","4","4","3","3","4","4","4","4","198"
"sebaiknya bapak memberikan materi dalam bentuk file maupun foto copyan, agar kami tidak bingung mencari materi untuk ujian.","44980","238","90001604","20161","4","4","4","4","3","3","2","4","3","3","198"
"bapak ngajarnya jangan sering-sering nyuruh mhs maju ya pak menegangkan.","44981","238","90001604","20161","3","3","4","4","3","2","3","3","3","3","198"
"bapak ngajarnya jangan ngambek-ngambekan kalo gak ada yang mau maju! pak ekspresinya jangan labil !!!","44982","238","90001604","20161","3","3","2","3","3","1","2","2","2","2","198"
"kurang membuat semangat belajar","44983","238","90001604","20161","2","2","2","3","3","1","3","1","3","3","198"
"dibuat kelompok belajar !","45007","342","90001480","20161","4","4","4","4","4","4","4","4","4","3","198"
"lebih bersemangat dan berapresiasi dlm mengajar","45008","342","90001480","20161","3","3","3","3","3","3","3","3","3","3","198"
"mampu mengkondisikan mhs disaat mhs mulai membuat kegaduhan. sehingga tidak mengganggu konsentrasi mhs yg lain.","45009","342","90001480","20161","3","3","3","2","3","2","3","3","3","3","198"
"mempesona dan menawan saat mengajar dikelas jadi dapat meningkatkan belajar mhs.","45010","342","90001480","20161","3","4","3","3","4","3","4","3","3","3","198"
"Lebih keras suaranya lagi bu yang ngajar dikelas","45045","189","90001519","20161","3","3","3","3","3","3","3","3","3","3","195"
"Cara Mengajar sistematis dan mudah dipahami seharusnya dosen lain dapat menerapkan seperti Ibu Amalia","45046","316","90001532","20161","3","3","4","4","4","4","4","4","4","3","311"
"Cara mengajar sudah Cocok dan baik","45048","316","90001532","20161","4","4","4","4","4","4","4","4","4","4","311"
"Perlunya diskusi kelompok pembahasan soal, dibimbing dosen pengampu","45049","316","90001532","20161","4","4","4","4","4","4","4","4","4","4","311"
"Come Back We Need You","45067","316","90001532","20161","4","4","4","4","4","4","4","4","4","4","311"
"Tempo Terlalu Cepat","45068","316","90001532","20161","3","3","3","3","3","3","3","3","3","3","311"
"Kembali mengajar kelas kami","45069","316","90001532","20161","4","4","4","4","4","4","4","4","4","4","311"
"tingkatkan lagi","45070","189","90001519","20161","3","3","3","3","3","3","3","3","3","3","195"
"Good Luck","45077","316","90001532","20161","3","3","3","3","3","1","2","3","3","3","311"
"Sehat Selalu Bu dan memberi nilai A","45098","343","90001487","20161","4","4","4","4","4","4","4","4","4","4","311"
"Love You Bu Dosen","45102","343","90001487","20161","4","4","4","4","4","4","4","4","4","4","311"
"Tetap bertahan di teknik Bu","45105","343","90001487","20161","3","3","3","3","3","3","3","3","3","3","311"
"jangan sering mengadakan presentasi","45124","353","90001582","20161","3","3","3","4","3","2","3","3","3","3","311"
"Lebih baik lagi","45125","353","90001582","20161","3","3","3","4","3","2","2","3","3","3","311"
"Jangan terlalu banyak tugas Bu kondisikan","45133","353","90001582","20161","3","3","3","3","3","2","3","3","3","3","311"
"Mantab, sangat suka dengan cara mengajar Ibunya","45149","353","90001582","20161","4","4","4","4","4","4","4","4","4","4","311"
"Sebaiknya kurangi tugas presentase setiap minggu karena kurang efektif ada mahasiswa yang sibuk sendiri dan tidak memperhatikan","45151","353","90001582","20161","4","3","4","4","4","3","3","4","4","4","311"
"sudah cukup jelas dalam memberi materi dan tidak membosankan dalam menyampaikan materinya.","45152","219","90001553","20161","4","4","4","4","4","4","4","4","4","4","198"
"semoga lebih baik lagi.","45153","219","90001553","20161","4","3","4","4","4","3","3","4","4","4","198"
"bapak sudah sangat mengayomi kami sebagai mhs. lucu gokil.","45154","219","90001553","20161","4","4","4","4","4","4","4","4","4","4","198"
"the best lah...","45155","219","90001553","20161","4","4","4","4","4","4","4","4","4","4","198"
"tolong jika kelas besar maka penjelasannya harus diperjelas agar semua mhs mengerti","45156","219","90001553","20161","3","3","2","3","3","1","3","2","1","2","198"
"sesuai dengan perkuliahan yg diharapkan","45157","219","90001553","20161","4","4","4","4","4","4","4","4","4","4","198"
"lebih tegas lagi dan lebih pelan lagi jika menjelaskan jangan terlalu cepat.","45158","219","90001553","20161","3","3","3","3","3","2","3","3","3","3","198"
"lebih perhatikan mahasiswanya","45159","219","90001553","20161","3","3","3","3","3","3","3","3","3","4","198"
"kalau bisa lebih diperketat dalam perkuliahan","45160","219","90001553","20161","3","3","4","4","3","3","4","3","3","3","198"
"diskusinya lebih dihidupkan.","45161","219","90001553","20161","3","3","3","3","3","3","3","3","3","3","198"
"seharusnya di akhir diskusi/presentasi kelompok ada evaluasi dari beliau, beliau belum bisa menguasai kelas dengan baik, kurang berinteraksi dengan mhs.","45162","219","90001553","20161","3","3","2","3","3","2","3","2","2","3","198"
"mohon untuk tidak berpaku pada presentasi mhs saja.","45163","219","90001553","20161","3","3","2","3","3","1","4","2","2","4","198"
"sudah sangat baik","45164","219","90001553","20161","3","3","3","3","3","3","3","3","3","3","198"
"sudah cukup baik","45165","219","90001553","20161","3","4","3","4","4","3","3","3","4","3","198"
"good job","45166","219","90001553","20161","4","4","4","4","4","3","3","3","4","4","198"
"terbaiklah pak.","45167","219","90001553","20161","4","4","4","4","4","4","4","4","4","4","198"
"baik","45171","219","90001553","20161","3","3","3","3","3","3","3","3","3","3","198"
"pak sering masuk dong, soalnya materinya susah....","45182","287","90001615","20161","4","4","4","4","4","4","4","4","4","4","198"
"pak sering masuk, masak iya kita belajar sendiri terus.... kan butuh bapak...","45183","287","90001615","20161","4","4","4","4","4","4","4","4","4","4","198"
"pak sering masuk aja","45184","287","90001615","20161","4","4","4","4","4","4","3","4","4","4","198"
"pak, jangan kosong terus.","45185","287","90001615","20161","3","3","3","3","2","2","1","2","2","2","198"
"cukup sekian dan terimakasih","45186","287","90001615","20161","3","3","4","3","2","2","2","3","4","3","198"
"semoga ilmu ini berguna","45187","287","90001615","20161","4","4","4","3","4","1","4","4","4","4","198"
"good job, doaku menyertaimu","45188","287","90001615","20161","4","3","3","4","3","1","3","3","3","3","198"
"terima kasih pak","45189","287","90001615","20161","3","3","3","3","2","2","2","3","3","3","198"
"harap masuk kuliah secara teratur","45190","287","90001615","20161","3","2","2","3","3","2","2","2","2","3","198"
"untuk cara menyampaikan membosankan","45191","287","90001615","20161","3","3","3","2","3","1","4","1","1","4","198"
"rajin masuk....","45192","287","90001615","20161","3","3","3","4","3","1","2","3","3","2","198"
"makasih pak tole","45193","287","90001615","20161","4","4","4","4","4","4","4","4","4","4","198"
"makasih pak tole","45194","287","90001615","20161","4","4","4","4","4","4","4","4","4","4","198"
"sudah lama tak masuk kelas tidak bilang pelajar.","45195","287","90001615","20161","2","2","2","3","1","1","1","2","4","2","198"
"supaya pak tole selalu sering masuk","45196","287","90001615","20161","4","4","3","4","2","2","2","3","3","3","198"
"harus lebih rajin masuk kelas","45197","287","90001615","20161","3","3","2","3","2","1","1","2","2","3","198"
"cara mengajar bapak bagus, sayangnya bapak jarang hadir. sering-sering hadir pak.","45198","287","90001615","20161","3","3","3","4","4","1","2","3","3","3","198"
"cara ngajarnya pak tole itu menyenangkan dan mudah dipahami, tapi beliau jarang hadir jadai pesannya buat pak tole sering-sering hadir ya pak...","45199","287","90001615","20161","3","3","4","4","3","1","2","3","3","3","198"
"rajin masuk","45210","287","90001615","20161","4","4","4","4","4","4","4","4","4","4","198"
"lebih semangat dalam mengajar saat kuliah.","45212","303","90001448","20161","4","4","2","4","4","3","3","3","3","3","198"
"ibu mengajar dengan baik","45213","303","90001448","20161","4","3","3","4","3","1","3","3","3","3","198"
"lebih berinteaksi dengan mhs dalam mengajar","45214","303","90001448","20161","4","3","2","2","4","1","4","3","2","4","198"
"kurang menjangkau mhs di belakang","45215","303","90001448","20161","4","3","3","4","3","1","3","2","2","3","198"
"no coment","45216","303","90001448","20161","3","3","3","4","3","4","3","4","4","4","198"
"saran kalau menjelaskan yang semangat dikit ya bu... biar pada mengerti.","45217","303","90001448","20161","3","3","2","4","3","2","2","2","2","3","198"
"kurang jelas dalam menerangkan soal","45218","303","90001448","20161","4","3","3","3","4","4","3","3","3","3","198"
"no coment","45219","303","90001448","20161","3","3","2","2","3","2","2","1","2","3","198"
"agar ketika menjelaskan lebih baik/banyak menggunakan mikrophone","45220","303","90001448","20161","3","3","2","3","3","2","1","2","2","3","198"
"no coment","45221","303","90001448","20161","3","3","3","2","3","2","4","2","3","3","198"
"tolong untuk pak ardiansyah, jangan memberikan tugas yang terlalu banyak dan sulit, seakan-akan seminggu hanya untuk mengerjakan tugas dari bpk.","45242","122","90001402","20161","3","3","3","3","3","3","3","2","3","2","198"
"terlalu banyak tugas!","45243","122","90001402","20161","3","2","2","3","2","3","3","2","4","3","198"
"yang terlalu rajin, terlalu menekan","45244","122","90001402","20161","3","3","2","3","3","2","2","2","2","2","198"
"tugas terlalu banyak sehingga terlalu fokus sama matkul IMK saja","45245","122","90001402","20161","4","3","3","3","3","2","3","3","3","3","198"
"terlalu banyak permintaan tugas","45246","122","90001402","20161","2","2","2","2","2","2","2","2","2","2","198"
"harap bila memberi tugas di pertegas apa yg harus dilakuan","45247","122","90001402","20161","4","3","3","4","3","3","3","2","3","3","198"
"terbaik..","45264","130","90001368","20161","4","4","4","4","4","4","4","4","4","4","198"
"sukses selalu buat karirnya ya bu...","45265","130","90001368","20161","4","3","4","4","4","3","4","4","4","4","198"
"prakteknya berapa kali pertemuan ya ?","45266","130","90001368","20161","4","3","4","4","4","2","4","4","4","4","198"
"nilai UTS bu ?","45267","130","90001368","20161","4","3","4","4","2","1","3","3","3","3","198"
"berikan waktu inu ke kami sedikit saja.","45268","130","90001368","20161","4","3","3","2","2","2","2","3","3","2","198"
"kasih waktu ibu ke kami!!!","45269","130","90001368","20161","4","3","4","3","3","2","3","3","3","3","198"
"good.","45270","130","90001368","20161","3","3","3","3","3","2","2","3","3","3","198"
"waktu mengajar agak diperpanjang krn terasa kurang untuk menyampaikan materi","45271","130","90001368","20161","4","4","3","3","4","2","3","3","3","3","198"
"kertas lembar jawaban UTS bu.. biar bisa mengukur kemampuan.","45272","130","90001368","20161","4","3","3","4","3","2","3","4","3","3","198"
"saat memberikan soal ujian diharapkan kesulitan soal di sesuai dengan waktu mengerjakan.","45273","130","90001368","20161","4","3","3","4","3","1","4","3","3","3","198"
"UAS tolong jgn susah-susah atau soalnya jangan memakan banyak waktu","45274","130","90001368","20161","3","3","3","3","3","2","2","3","3","3","198"
"cukup terampil dan sangat nyaman","45275","130","90001368","20161","4","3","3","4","3","3","4","3","3","3","198"
"sedikit leih tegas","45323","354","90001609","20161","4","4","4","4","4","4","4","4","4","4","198"
"makasih pak materinya sangat berguna","45324","354","90001609","20161","4","4","4","4","4","4","4","4","4","4","198"
"semangat","45325","354","90001609","20161","3","4","4","4","4","2","4","4","3","3","198"
"cara ngajarnya keren kok pak.","45326","354","90001609","20161","3","4","4","4","4","3","4","3","4","4","198"
"temen-temen yg ribut di pertegas aja pak, juga cari cara supaya kami terpacu buat belajar bhs indo, supaya kami anggap ini penting.","45327","354","90001609","20161","4","4","3","4","4","3","4","3","2","3","198"
"pak kalau ngajar agak tegas aja, krn yang duduk dibelakang gak memperhatikan, terimakasih.","45328","354","90001609","20161","3","4","4","4","4","4","4","3","3","3","198"
